"ITEM NAME","CAT","TYPE","MAJOR RCP","MINOR RCP","GAME-SPECIFIC TAGS","MOD-SPECIFIC TAGS","MOD-SPECIFIC TAGS","COLOR TAG"
"{{ModId}}_CherryPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_CherryWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_Chervil",-81,"Forage","raffadax_object","raffadax_crops_object","herb_item",,,"color_yellow_green"
"{{ModId}}_ChervilExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_ChervilFlakes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_ChervilJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChervilKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_ChervilLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_ChervilPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_ChervilTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_Chestnut",-81,"Forage","raffadax_object","raffadax_fruittrees_object","nut_item",,,"color_dark_brown"
"{{ModId}}_ChestnutButter",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nut_butter_item","raffadax_puree",,
"{{ModId}}_ChestnutExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_ChestnutFlour",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flour_item","raffadax_baking_component",,
"{{ModId}}_ChestnutKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_ChestnutLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_ChestnutMilk",-6,"Animal Product","raffadax_object","raffadax_artisan_object","milk_item, nut_milk_item
plant_milk_item","raffadax_milk_item",,"color_white"
"{{ModId}}_ChestnutOil",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","oil_item","raffadax_oil_item",,
"{{ModId}}_ChestnutTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_Chevre",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","cheese_item","raffadax_cheese",,
"{{ModId}}_ChewingTobacco",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","adult_item","raffadax_humidor","raffadax_milled_item",
"{{ModId}}_Chicha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_ale_item",,
"{{ModId}}_Chicory",-75,"Vegetable","raffadax_object","raffadax_crops_object","root_vegetable_item",,,"color_dark_green"
"{{ModId}}_ChicoryBalsam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead_balsam",,
"{{ModId}}_ChicoryCoffee",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","coffee_item","raffadax_beverage","raffadax_coffee",
"{{ModId}}_ChicoryCoffeeBeans",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","coffee_beans","raffadax_drink_mix","raffadax_coffee",
"{{ModId}}_ChicoryExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_ChicoryFlower",-80,"Flower","raffadax_object","raffadax_crops_object",,,,"color_dark_purple"
"{{ModId}}_ChicoryFlowerBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_ChicoryFlowerHoney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","honey_item","raffadax_flow_honey",,
"{{ModId}}_ChicoryFlowerHoneyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChicoryFlowerJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChicoryFlowerJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChicoryFlowerKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_ChicoryFlowerLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_ChicoryFlowerMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead",,
"{{ModId}}_ChicoryFlowerNectar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nectar_item","raffadax_distillation",,
"{{ModId}}_ChicoryFlowerPetals",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flower_petals","raffadax_milled_item",,
"{{ModId}}_ChicoryFlowerPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_ChicoryFlowerPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChicoryFlowerPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_ChicoryFlowerTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_ChicoryFlowerWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_ChicoryFlowerWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_ChicoryJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChicoryJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_ChicoryPortMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_mead",,
"{{ModId}}_ChicoryRoot",-81,"Forage","raffadax_object","raffadax_crops_object",,,,"color_black"
"{{ModId}}_ChicoryRootExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_ChicoryRootJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_ChicoryRootKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_ChicoryRootLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_ChicoryRootTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_ChildhoodsEnd",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_ChileconQueso",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_food_item",,
"{{ModId}}_ChiliPowder",-7,"Cooking","raffadax_object","raffadax_artisan_object, 
raffadax_cooked_object","seasoning_mix","raffadax_cooking",,
"{{ModId}}_Chimichurri",-7,"Cooking","raffadax_object","raffadax_artisan_object, 
raffadax_cooked_object","seasoning_mix","raffadax_cooking",,
"{{ModId}}_ChipotleChiliPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_ChipotleJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChipotleMayonnaise",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","mayo_item","raffadax_mayonnaise",,
"{{ModId}}_ChipotlePepper",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_ChipotlePepperExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_ChipotlePepperJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_ChipotlePepperSauce",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","sauce_item","raffadax_cooking_component",,
"{{ModId}}_ChiveExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_ChiveFlakes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_ChiveJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_ChivePowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_Chives",-75,"Vegetable","raffadax_object","raffadax_crops_object",,,,"color_lime"
"{{ModId}}_ChocDracula",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","food_breakfast","raffadax_food_item",,
"{{ModId}}_ChocolateIceCream",-7,"Cooking","raffadax_object","raffadax_artisan_object, 
raffadax_cooked_object","ice_cream","raffadax_cooking",,
"{{ModId}}_ChocolateJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ChocolateKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_ChocolateLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_ChocolateMilk",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","milk_item","raffadax_milk_item",,
"{{ModId}}_ChocolatePudding",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_food_item",,
"{{ModId}}_ChocolateSyrup",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","syrup_item","raffadax_syrup",,
"{{ModId}}_Chymosin",-8,"Crafting","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_CicadaShell",-81,"Forage","raffadax_object","raffadax_artisan_object","category_sell_at_pierres_and_marnies, forage_item","raffadax_nature_forage",,"color_dark_orange"
"{{ModId}}_Cider",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_beverage","raffadax_cider",
"{{ModId}}_Cigar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","adult_item","raffadax_humidor","raffadax_milled_item",
"{{ModId}}_Cigarettes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","adult_item","raffadax_humidor","raffadax_milled_item",
"{{ModId}}_Cilantro",-81,"Forage","raffadax_object","raffadax_crops_object","herb_item",,,"color_green"
"{{ModId}}_CilantroExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_CilantroFlakes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_CilantroJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CilantroKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_CilantroLimeMayonnaise",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","mayo_item","raffadax_mayonnaise",,
"{{ModId}}_CilantroLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_CilantroPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_CilantroTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_CinchonaBark",-81,"Forage","raffadax_object","raffadax_fruittrees_object","herb_item",,,"color_brown"
"{{ModId}}_CinchonaKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_CinchonaPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_CinchonaTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_CinnabarKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_CinnabarTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_CinnabarTeaLeaf",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_leaf","raffadax_tea_leaf",,
"{{ModId}}_CinnamonBark",-81,"Forage","raffadax_object","raffadax_fruittrees_object","herb_item",,,"color_red"
"{{ModId}}_CinnamonCrunchMunch",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","food_breakfast","raffadax_food_item",,
"{{ModId}}_CinnamonExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_CinnamonJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CinnamonKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_CinnamonSchnapps",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_CinnamonSticks",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","spice_item","raffadax_milled_item",,
"{{ModId}}_CinnamonSyrup",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","syrup_item","raffadax_syrup",,
"{{ModId}}_CinnamonTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_CintamaniBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_brandy",
"{{ModId}}_CintamaniChampagne",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_sparkling_wine",
"{{ModId}}_CintamaniFlower",-80,"Flower","raffadax_object","raffadax_fruittrees_object",,"raffadax_mythic_item",,"color_light_cyan"
"{{ModId}}_CintamaniFlowerPetals",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flower_petals","raffadax_mythic_item","raffadax_milled_item",
"{{ModId}}_CintamaniFlowerPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_mythic_item","raffadax_preserves",
"{{ModId}}_CintamaniHoney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","honey_item, mythic_honey","raffadax_mythic_item","raffadax_flow_honey",
"{{ModId}}_CintamaniHoneyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_mythic_item","raffadax_preserves",
"{{ModId}}_CintamaniJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_mythic_item","raffadax_preserves",
"{{ModId}}_CintamaniJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_mythic_item","raffadax_preserves",
"{{ModId}}_CintamaniKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_mythic_item","raffadax_kombucha",
"{{ModId}}_CintamaniMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_mead",
"{{ModId}}_CintamaniMidus",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_mead_midus",
"{{ModId}}_CintamaniNectar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nectar_item","raffadax_mythic_item","raffadax_distillation",
"{{ModId}}_CintamaniPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_mythic_item","raffadax_puree",
"{{ModId}}_CintamaniTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_mythic_item","raffadax_tea",
"{{ModId}}_CintamaniWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","elixir_item","raffadax_mythic_item","raffadax_distillation",
"{{ModId}}_CintamaniWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_wine",
"{{ModId}}_ClamSeashell",-81,"Forage","raffadax_object","raffadax_artisan_object","category_sell_at_fish_shop, forage_item, forage_item_beach","raffadax_beach_forage",,"color_pink"
"{{ModId}}_Clematis",-80,"Flower","raffadax_object","raffadax_fruittrees_object",,,,"color_dark_purple"
"{{ModId}}_ClematisBalsam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead_balsam",,
"{{ModId}}_ClematisBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_ClematisFlowerWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_ClematisHoney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","honey_item","raffadax_flow_honey",,
"{{ModId}}_ClematisHoneyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ClematisJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ClematisJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ClematisKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_ClematisLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_ClematisMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead",,
"{{ModId}}_ClematisNectar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nectar_item","raffadax_distillation",,
"{{ModId}}_ClematisPetals",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flower_petals","raffadax_milled_item",,
"{{ModId}}_ClematisPortMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_mead",,
"{{ModId}}_ClematisPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_ClematisPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_ClematisPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ClematisPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_ClematisTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_ClematisWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_ClimateControlPouch",-8,"Crafting","raffadax_object","raffadax_artisan_object, 
raffadax_crafted_object","crafting_pouch","raffadax_production_component",,
"{{ModId}}_Clove",-81,"Forage","raffadax_object","raffadax_fruittrees_object","spice_item",,,"color_brown"
"{{ModId}}_CloveExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_CloveJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CloveKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_Clover",-80,"Flower","raffadax_object","raffadax_crops_object",,,,"color_pink"
"{{ModId}}_CloverBalsam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead_balsam",,
"{{ModId}}_CloverBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_CloverFlowerPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CloverHoney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","honey_item","raffadax_flow_honey",,
"{{ModId}}_CloverHoneyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CloverJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CloverJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CloverKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_CloverLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_CloverMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead",,
"{{ModId}}_CloverNectar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nectar_item","raffadax_distillation",,
"{{ModId}}_CloverPetals",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flower_petals","raffadax_milled_item",,
"{{ModId}}_CloverPortMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_mead",,
"{{ModId}}_CloverPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_CloverPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_CloverTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_CloverWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_CloverWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_Cloves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","spice_item","raffadax_milled_item",,
"{{ModId}}_CloveTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_ClubSoda",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","soda_item","raffadax_beverage","raffadax_soda",
"{{ModId}}_CobaltKodiak",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_CocktailCherries",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_food_item",,
"{{ModId}}_CocktailOlives",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_food_item",,
"{{ModId}}_CocktailSauce",-7,"Cooking","raffadax_object","raffadax_artisan_object, 
raffadax_cooked_object","sauce_item","raffadax_cooking",,
"{{ModId}}_CocoaBeans",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_CocoaButter",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","butter_item","raffadax_puree",,
"{{ModId}}_CocoaExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_CocoaFlour",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flour_item","raffadax_baking_component",,
"{{ModId}}_CocoaPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item","raffadax_baking_component",
"{{ModId}}_CocoCabana",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_CocodeMer",-79,"Fruit","raffadax_object","raffadax_fruittrees_object","forage_item",,,"color_brown"
"{{ModId}}_CocodeMerBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_CocodeMerButter",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","butter_item","raffadax_puree",,
"{{ModId}}_CocodeMerChutney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CocodeMerExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_CocodeMerFlakes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","crushed_item","raffadax_milled_item",,
"{{ModId}}_CocodeMerFlour",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flour_item","raffadax_baking_component",,
"{{ModId}}_CocoDeMerFragrance",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_CocodeMerJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CocodeMerJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CocodeMerKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_CocodeMerMilk",-6,"Animal Product","raffadax_object","raffadax_artisan_object","milk_item, plant_milk_item","raffadax_milk_item",,"color_white"
"{{ModId}}_CocodeMerOil",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","oil_item","raffadax_oil_item",,
"{{ModId}}_CocodeMerPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_CocodeMerTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_CocodeMerWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_CocodeMerWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_CoconutBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_CoconutButter",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","butter_item","raffadax_puree",,
"{{ModId}}_CoconutChutney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_CoconutExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_CoconutFlakes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","crushed_item","raffadax_milled_item",,
"{{ModId}}_CoconutFlour",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flour_item","raffadax_baking_component",,
"{{ModId}}_CoconutJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
